PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,McDaniel,K,MCDANIEL,1,,,,,,,KO Ret,Return,,,,,,,,,Mason Brown,,,,,,,Nate Costley,21,26.0,Peyton Denlinge,60.0,5.0,Return,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,McDaniel,O,FMC,1,,1.0,1.0,0.0,10.0,-26.0,Pass,Complete,5.0,,Logan Clouse,Complete,Jack O'Hearen,,,,Barry Amos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,McDaniel,O,FMC,1,,1.0,2.0,2.0,5.0,-31.0,Run,Rush,1.0,Keshon Farmer,,,,,,,Mike Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,McDaniel,,FMC,1,,,,3.0,4.0,-32.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,offside,MCDANIEL,Kyle Estep,,,,5.0
5,McDaniel,O,FMC,1,,1.0,3.0,1.0,10.0,-37.0,Run,Rush,4.0,Keshon Farmer,,,,,,,Nah'shon Godfre,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,15:00,1800,0,0,0,3,3,3,holding,FMC,Jack O'Hearen,,,,10.0
6,McDaniel,O,FMC,1,,1.0,4.0,1.0,20.0,-27.0,Pass,Complete,11.0,,Logan Clouse,Complete,Trey Glass,,,,Desmond Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
7,McDaniel,O,FMC,1,,1.0,5.0,2.0,9.0,-38.0,Run,Rush,12.0,Keshon Farmer,,,,,,,Mason Brown,Terrance Jackso,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
8,McDaniel,O,FMC,1,,1.0,6.0,1.0,10.0,-50.0,Run,Rush,-2.0,Keshon Farmer,,,,,,,Mamut Conteh,Barry Amos,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
9,McDaniel,O,FMC,1,,1.0,7.0,2.0,12.0,-48.0,Pass,Complete,4.0,,Logan Clouse,Complete,Trey Glass,,,,Nah'shon Godfre,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,15:00,1800,0,0,0,3,3,3,illegal block,FMC,Keshon Farmer,,,,15.0
10,McDaniel,O,FMC,1,,1.0,8.0,2.0,27.0,-33.0,Run,Rush,3.0,Keshon Farmer,,,,,,,Nah'shon Godfre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
11,McDaniel,O,FMC,1,,1.0,9.0,3.0,24.0,-36.0,Pass,Complete,4.0,,Logan Clouse,Complete,Jack O'Hearen,,,,Alex Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,1800,0,0,0,3,3,3,,,,,,,
12,McDaniel,K,FMC,1,,,,4.0,20.0,-40.0,Punt,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,Jack Rodenberge,25.0,35.0,Out of bounds,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
13,McDaniel,D,MCDANIEL,1,,1.0,1.0,0.0,10.0,-35.0,Run,Rush,-2.0,Daqwan Hill,,,,,,,Tom Papa,Luke Strauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:40,1480,0,0,0,3,3,3,,,,,,,
14,McDaniel,D,MCDANIEL,1,,1.0,2.0,2.0,12.0,-33.0,Pass,Complete,6.0,,John Allan,Complete,Cameron Garcia,,,,Colin Lavigne,Thomas Downs,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:40,1480,0,0,0,3,3,3,,,,,,,
15,McDaniel,D,MCDANIEL,1,,1.0,3.0,3.0,6.0,-39.0,Pass,Incomplete,0.0,,John Allan,Incomplete,Bryce Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,09:40,1480,0,0,0,3,3,3,,,,,,,
16,McDaniel,K,MCDANIEL,1,,,,4.0,6.0,-39.0,Punt Ret,Blocked,,,,,,,,,blocked by Jacob Hille,,,,,,,,,,,,,,Peyton Denlinge,6.0,-45.0,Blocked,,,,,,,,,,,,09:40,1480,0,0,0,3,3,3,,,,,,,
17,McDaniel,O,FMC,1,,2.0,1.0,0.0,10.0,45.0,Pass,Sack,-3.0,,Logan Clouse,Sack,,,,,Tasir Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:19,1399,0,0,0,3,3,3,,,,,,,
18,McDaniel,O,FMC,1,,2.0,2.0,2.0,13.0,48.0,Run,Rush,4.0,Keshon Farmer,,,,,,,Kai Leibfried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:19,1399,0,0,0,3,3,3,,,,,,,
19,McDaniel,O,FMC,1,,2.0,3.0,3.0,9.0,44.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,08:19,1399,0,0,0,3,3,3,,,,,,,
20,McDaniel,K,FMC,1,,,,4.0,9.0,44.0,Punt,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,Jack Rodenberge,30.0,14.0,Out of bounds,,,,,,,,,,,,08:19,1399,0,0,0,3,3,3,,,,,,,
21,McDaniel,D,MCDANIEL,1,,2.0,1.0,0.0,10.0,-14.0,Run,Rush,5.0,Daqwan Hill,,,,,,,Tom Papa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:38,1298,0,0,0,3,3,3,,,,,,,
22,McDaniel,D,MCDANIEL,1,,2.0,2.0,2.0,5.0,-19.0,Run,Rush,3.0,Daqwan Hill,,,,,,,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:38,1298,0,0,0,3,3,3,,,,,,,
23,McDaniel,D,MCDANIEL,1,,2.0,3.0,3.0,2.0,-22.0,Run,Rush,5.0,Daqwan Hill,,,,,,,Thomas Downs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:38,1298,0,0,0,3,3,3,,,,,,,
24,McDaniel,D,MCDANIEL,1,,2.0,4.0,1.0,10.0,-27.0,Run,Rush,3.0,John Allan,,,,,,,Brian Lafty,Peyton Snopek,,,,,,,,,,,,,,,,,,,,,,,,,True,,,06:38,1298,0,0,0,3,3,3,illegal formation,MCDANIEL,,,,,5.0
25,McDaniel,D,MCDANIEL,1,,2.0,5.0,1.0,15.0,-22.0,Run,Rush,4.0,Daqwan Hill,,,,,,,Calvin Krippner,Peyton Snopek,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:38,1298,0,0,0,3,3,3,,,,,,,
26,McDaniel,D,MCDANIEL,1,,2.0,6.0,2.0,11.0,-26.0,Pass,Incomplete,0.0,,John Allan,Incomplete,Wesley Nchinda,,,,Peter Orio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:38,1298,0,0,0,3,3,3,,,,,,,
27,McDaniel,D,MCDANIEL,1,,2.0,7.0,3.0,11.0,-26.0,Run,Rush,8.0,Aaron Pray,,,,,,,Peter Orio,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,06:38,1298,0,0,0,3,3,3,,,,,,,
28,McDaniel,K,MCDANIEL,1,,,,4.0,3.0,-34.0,Punt Ret,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,Peyton Denlinge,21.0,45.0,Out of bounds,,,,,,,,,,,,06:38,1298,0,0,0,3,3,3,,,,,,,
29,McDaniel,O,FMC,1,,3.0,1.0,0.0,10.0,-45.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Jack O'Hearen,,,,Habeeb Baba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:43,1063,0,0,0,3,3,3,,,,,,,
30,McDaniel,O,FMC,1,,3.0,2.0,2.0,10.0,-45.0,Pass,Complete,3.0,,Logan Clouse,Complete,Trey Glass,,,,Mike Dunn,Mason Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:43,1063,0,0,0,3,3,3,,,,,,,
31,McDaniel,O,FMC,1,,3.0,3.0,3.0,7.0,-48.0,Pass,Sack,-8.0,,Logan Clouse,Sack,,,,,Sam Welcher,Mason Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,02:43,1063,0,0,0,3,3,3,,,,,,,
32,McDaniel,K,FMC,1,,,,4.0,15.0,-40.0,Punt,Blocked,,,,,,,,,blocked by Sam Welcher,,,,,,,,,,,,,,Jack Rodenberge,33.0,27.0,Blocked,,,,,,,,,,,,02:43,1063,0,0,0,3,3,3,,,,,,,
33,McDaniel,D,MCDANIEL,1,,3.0,1.0,0.0,10.0,-27.0,Run,Rush,3.0,Diondre Carter,,,,,,,Dan DiBeneditto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:58,958,0,0,0,3,3,3,,,,,,,
34,McDaniel,D,MCDANIEL,1,,3.0,2.0,2.0,7.0,-30.0,Run,Rush,2.0,Diondre Carter,,,,,,,Thomas Downs,Owen Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:58,958,0,0,0,3,3,3,,,,,,,
35,McDaniel,D,MCDANIEL,2,,3.0,3.0,3.0,5.0,-32.0,Pass,Complete,24.0,,John Allan,Complete,Cameron Garcia,,,,Kell Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,0,0,0,3,3,3,,,,,,,
36,McDaniel,D,MCDANIEL,2,,3.0,4.0,1.0,10.0,44.0,Run,Rush,1.0,Diondre Carter,,,,,,,Tom Papa,Kevonte Beard,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,0,0,0,3,3,3,,,,,,,
37,McDaniel,D,MCDANIEL,2,,3.0,5.0,2.0,9.0,43.0,Pass,Incomplete,0.0,,John Allan,Incomplete,Bryce Mitchell,,,,Colin Lavigne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,0,0,0,3,3,3,,,,,,,
38,McDaniel,D,MCDANIEL,2,,3.0,6.0,3.0,9.0,43.0,Pass,Complete,3.0,,John Allan,Complete,Hunter Sigler,,,,Calvin Krippner,Kell Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,900,0,0,0,3,3,3,,,,,,,
39,McDaniel,K,MCDANIEL,2,,,,4.0,6.0,40.0,Punt Ret,,,,,,,,,,,,,,,,,,,,,,,,Andy Witten,23.0,17.0,,,,,,,,,,,,,15:00,900,0,0,0,3,3,3,,,,,,,
40,McDaniel,O,FMC,2,,4.0,1.0,0.0,10.0,-17.0,Run,Rush,3.0,Keshon Farmer,,,,,,,Mason Brown,Tasir Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00,780,0,0,0,3,3,3,,,,,,,
41,McDaniel,O,FMC,2,,4.0,2.0,2.0,7.0,-20.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Tim Walters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00,780,0,0,0,3,3,3,,,,,,,
42,McDaniel,O,FMC,2,,4.0,3.0,3.0,7.0,-20.0,Pass,Complete,12.0,,Logan Clouse,Complete,Trey Glass,,,,Anthony Gorgone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00,780,0,0,0,3,3,3,,,,,,,
43,McDaniel,O,FMC,2,,4.0,4.0,1.0,10.0,-32.0,Pass,Complete,32.0,,Logan Clouse,Complete,Jack O'Hearen,,,,Nah'shon Godfre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00,780,0,0,0,3,3,3,,,,,,,
44,McDaniel,O,FMC,2,,4.0,5.0,1.0,10.0,36.0,Pass,Complete,36.0,,Danny Solecki,Complete,Jack O'Hearen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,TD,13:00,780,0,0,0,3,3,3,,,,,,,
45,McDaniel,K,FMC,2,,,,,,,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,Jack Rodenberge,,,Good,,,,,,,,10:56,656,6,0,6,3,3,3,,,,,,,
46,McDaniel,K,FMC,2,,,,,,,KO,,,,,,,,,,,,,,,,,,,,Jack Rodenberge,65.0,0.0,,,,,,,,,,,,,,,,,10:56,656,7,0,7,3,3,3,,,,,,,
47,McDaniel,D,MCDANIEL,2,,4.0,1.0,0.0,10.0,-25.0,Run,Rush,1.0,Aaron Pray,,,,,,,Kyle Addis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:56,656,0,7,7,3,3,3,,,,,,,
48,McDaniel,D,MCDANIEL,2,,4.0,2.0,2.0,9.0,-26.0,Pass,Incomplete,0.0,,John Allan,Incomplete,Wesley Nchinda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:56,656,0,7,7,3,3,3,,,,,,,
49,McDaniel,D,MCDANIEL,2,,4.0,3.0,3.0,9.0,-26.0,Pass,Complete,0.0,,John Allan,Complete,Diondre Carter,,,,Peyton Snopek,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,10:56,656,0,7,7,3,3,3,,,,,,,
50,McDaniel,K,MCDANIEL,2,,,,4.0,9.0,-26.0,Punt Ret,Blocked,,,,,,,,,blocked by Ryan McArthur,,,,,,,,,,,,,,Peyton Denlinge,,-23.0,Blocked,,,,,,,,,,,,10:56,656,0,7,7,3,3,3,,,,,,,
51,McDaniel,O,FMC,2,,5.0,1.0,0.0,10.0,23.0,Pass,Complete,9.0,,Logan Clouse,Complete,Tim Walters,,,,Barry Amos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:22,562,7,0,7,3,3,3,,,,,,,
52,McDaniel,O,FMC,2,,5.0,2.0,2.0,1.0,14.0,Run,Rush,1.0,Keshon Farmer,,,,,,,Mason Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:22,562,7,0,7,3,3,3,,,,,,,
53,McDaniel,O,FMC,2,,5.0,3.0,1.0,10.0,13.0,Pass,Complete,13.0,,Logan Clouse,Complete,Will Higson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,TD,09:22,562,7,0,7,3,3,3,,,,,,,
54,McDaniel,K,FMC,2,,,,,,,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,Jack Rodenberge,,,Good,,,,,,,,08:07,487,13,0,13,3,3,3,,,,,,,
55,McDaniel,K,FMC,2,,,,,,,KO,,,,,,,,,,,,,,,,,,,,Jack Rodenberge,65.0,0.0,,,,,,,,,,,,,,,,,08:07,487,14,0,14,3,3,3,,,,,,,
56,McDaniel,D,MCDANIEL,2,,5.0,1.0,0.0,10.0,-25.0,Pass,Incomplete,0.0,,John Allan,Incomplete,Wesley Nchinda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:07,487,0,14,14,3,3,3,,,,,,,
57,McDaniel,D,MCDANIEL,2,,5.0,2.0,2.0,10.0,-25.0,Run,Rush,1.0,Daqwan Hill,,,,,,,Kyle Jones,Dan DiBeneditto,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:07,487,0,14,14,3,3,3,,,,,,,
58,McDaniel,D,MCDANIEL,2,,5.0,3.0,3.0,9.0,-26.0,Pass,Interception,0.0,,John Allan,Interception,,,Thomas Downs,,Sean Carter,,,,,,,Thomas Downs,0,-45.0,,,,,,,,,,,,,,,,,,,Interception,08:07,487,0,14,14,3,3,3,,,,,,,
59,McDaniel,O,FMC,2,,6.0,1.0,0.0,10.0,45.0,Pass,Sack,-10.0,,Logan Clouse,Sack,,,,,Sam Welcher,,True,Logan Clouse,,MCDANIEL,Nah'shon Godfre,,,,,,,,,,,,,,,,,,,,,,Fumble,07:24,444,14,0,14,3,3,3,,,,,,,
60,McDaniel,D,MCDANIEL,2,,6.0,1.0,0.0,10.0,40.0,Run,Rush,-8.0,Wesley Nchinda,,,,,,,Kevonte Beard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00,420,0,14,14,3,3,3,,,,,,,
61,McDaniel,D,MCDANIEL,2,,6.0,2.0,2.0,18.0,48.0,Pass,Complete,6.0,,John Allan,Complete,Bryce Mitchell,,,,Isaiah Chery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00,420,0,14,14,3,3,3,,,,,,,
62,McDaniel,D,MCDANIEL,2,,6.0,3.0,3.0,12.0,42.0,Pass,Complete,11.0,,John Allan,Complete,Marcus Sessoms,,,,Jacob Hille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00,420,0,14,14,3,3,3,,,,,,,
63,McDaniel,D,MCDANIEL,2,,6.0,4.0,4.0,1.0,31.0,Run,Rush,0.0,Aaron Pray,,,,,,,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,07:00,420,0,14,14,3,3,3,,,,,,,
64,McDaniel,O,FMC,2,,7.0,1.0,0.0,10.0,-31.0,Run,Rush,3.0,Keshon Farmer,,,,,,,Nah'shon Godfre,Kai Leibfried,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:00,300,14,0,14,3,3,3,unsportmanlike conduct,FMC,Gregg Johnson,,,,18.0
65,McDaniel,O,FMC,2,,7.0,2.0,1.0,25.0,-16.0,Run,Rush,2.0,Keshon Farmer,,,,,,,Mason Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:00,300,14,0,14,3,3,3,,,,,,,
66,McDaniel,O,FMC,2,,7.0,3.0,2.0,23.0,-18.0,Pass,Sack,-5.0,,Logan Clouse,Sack,,,,,Justin Morsell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:00,300,14,0,14,3,3,3,,,,,,,
67,McDaniel,O,FMC,2,,7.0,4.0,3.0,28.0,-13.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Keshon Farmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,05:00,300,14,0,14,3,3,3,,,,,,,
68,McDaniel,K,FMC,2,,,,4.0,28.0,-13.0,Punt,Return,,,,,,,,,Matt Scully,,,,,,,Pray III,7,49.0,,,,,Jack Rodenberge,45.0,42.0,Return,,,,,,,,,,,,05:00,300,14,0,14,3,3,3,,,,,,,
69,McDaniel,D,MCDANIEL,2,,7.0,1.0,0.0,10.0,-49.0,Pass,Complete,4.0,,John Allan,Complete,Cameron Garcia,,,,Colin Lavigne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:03,183,0,14,14,3,3,3,,,,,,,
70,McDaniel,D,MCDANIEL,2,,7.0,2.0,2.0,6.0,47.0,Pass,Incomplete,0.0,,John Allan,Incomplete,Kai Leibfried,,,,Dan DiBeneditto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:03,183,0,14,14,3,3,3,,,,,,,
71,McDaniel,D,MCDANIEL,2,,7.0,3.0,3.0,6.0,47.0,Pass,Complete,0.0,,John Allan,Complete,Cameron Garcia,,,,Colin Lavigne,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,03:03,183,0,14,14,3,3,3,,,,,,,
72,McDaniel,K,MCDANIEL,2,,,,4.0,6.0,47.0,Punt Ret,Return,,,,,,,,,Owen Reese,,,,,,,Trey Glass,5,25.0,,,,,Peyton Denlinge,27.0,20.0,Return,,,,,,,,,,,,03:03,183,0,14,14,3,3,3,,,,,,,
73,McDaniel,O,FMC,2,,8.0,1.0,0.0,10.0,-25.0,Pass,Complete,5.0,,Logan Clouse,Complete,Jack O'Hearen,,,,Mike Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:07,127,14,0,14,3,3,3,face mask,MCDANIEL,Mike Dunn,,,,15.0
74,McDaniel,O,FMC,2,,8.0,2.0,1.0,10.0,-45.0,Pass,Complete,4.0,,Logan Clouse,Complete,Jack O'Hearen,,,,Barry Amos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:07,127,14,0,14,3,3,3,,,,,,,
75,McDaniel,O,FMC,2,,8.0,3.0,2.0,6.0,-49.0,Pass,Complete,13.0,,Logan Clouse,Complete,Will Higson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:07,127,14,0,14,3,3,3,,,,,,,
