PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Muhlenberg,K,SUSQFB,1,,,,,,,KO,Return,,,,,,,,,Tim Macko,,,,,,,John Washington,51,-43.0,Elijah Hoffman,59.0,6.0,Return,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Muhlenberg,D,MUHL,1,,1.0,1.0,0.0,10.0,43.0,Run,Rush,7.0,Mich Hnatkowsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Muhlenberg,D,MUHL,1,,1.0,2.0,2.0,3.0,36.0,Pass,Complete,24.0,,Mich Hnatkowsky,Complete,Mitch Daniel,,,,Aaron Beverly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Muhlenberg,D,MUHL,1,,1.0,3.0,1.0,10.0,12.0,Pass,Incomplete,0.0,,Mich Hnatkowsky,Incomplete,Zach Deldin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Muhlenberg,D,MUHL,1,,1.0,4.0,2.0,10.0,12.0,Pass,Complete,12.0,,Mich Hnatkowsky,Complete,Michael Feaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Muhlenberg,K,MUHL,1,,,,1.0,3.0,3.0,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Stannard,,,Good,,,,,,,,,13:39,1719,6,0,-6,3,3,3,,,,,,,
7,Muhlenberg,K,MUHL,1,,,,1.0,10.0,-35.0,KO Ret,Return,,,,,,,,,Joshua Barnett,J Ramirez-Rojas,,,,,,Kyle Howes,17,27.0,Nick Stannard,55.0,10.0,Return,,,,,,,,,,,,,,,,,,13:39,1719,7,0,-7,3,3,3,,,,,,,
8,Muhlenberg,O,SUSQFB,1,,1.0,1.0,0.0,10.0,-27.0,Run,Rush,7.0,Frankie Negrini,,,,,,,Matt Papa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:33,1713,0,7,-7,3,3,3,,,,,,,
9,Muhlenberg,O,SUSQFB,1,,1.0,2.0,2.0,3.0,-34.0,Run,Rush,2.0,Frankie Negrini,,,,,,,Nick Sirico,Kyle Dormer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:33,1713,0,7,-7,3,3,3,,,,,,,
10,Muhlenberg,O,SUSQFB,1,,1.0,3.0,3.0,1.0,-36.0,Run,Rush,2.0,Frankie Negrini,,,,,,,Kyle Dormer,Owen Daddona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:33,1713,0,7,-7,3,3,3,,,,,,,
11,Muhlenberg,O,SUSQFB,1,,1.0,4.0,1.0,10.0,-38.0,Run,Rush,2.0,Frankie Negrini,,,,,,,Tyler Magee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:33,1713,0,7,-7,3,3,3,,,,,,,
12,Muhlenberg,O,SUSQFB,1,,1.0,5.0,2.0,8.0,-40.0,Pass,Complete,9.0,,Michael Ruisch,Complete,Samuel Darrell,,,,Kyle Dormer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:33,1713,0,7,-7,3,3,3,,,,,,,
13,Muhlenberg,O,SUSQFB,1,,1.0,6.0,1.0,10.0,-49.0,Run,Rush,2.0,Frankie Negrini,,,,,,,Spencer Kirin,Joshua Barnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:33,1713,0,7,-7,3,3,3,,,,,,,
14,Muhlenberg,O,SUSQFB,1,,1.0,7.0,2.0,8.0,49.0,Pass,Complete,4.0,,Michael Ruisch,Complete,Kyle Good,,,,John Lohrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:33,1713,0,7,-7,3,3,3,,,,,,,
15,Muhlenberg,O,SUSQFB,1,,1.0,8.0,3.0,4.0,45.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Samuel Darrell,,,,John Lohrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,13:33,1713,0,7,-7,3,3,3,,,,,,,
16,Muhlenberg,K,SUSQFB,1,,,,4.0,4.0,45.0,Punt,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,Clay Olley,35.0,10.0,Out of bounds,,,,,,,,,,,,,,13:33,1713,0,7,-7,3,3,3,,,,,,,
17,Muhlenberg,,MUHL,1,,,,1.0,10.0,-10.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:36,1416,7,0,-7,3,3,3,false start,MUHL,Matt Rockensies,,,,5.0
18,Muhlenberg,D,MUHL,1,,2.0,1.0,0.0,15.0,-5.0,Pass,Complete,8.0,,Mich Hnatkowsky,Complete,Michael Feaster,,,,Craig Roumes,A. Scicchitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:36,1416,7,0,-7,3,3,3,,,,,,,
19,Muhlenberg,D,MUHL,1,,2.0,2.0,2.0,7.0,-13.0,Run,Rush,2.0,Mich Hnatkowsky,,,,,,,Cameron Noble,Riley Gaughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:36,1416,7,0,-7,3,3,3,face mask,SUSQFB,Cameron Noble,,,,15.0
20,Muhlenberg,D,MUHL,1,,2.0,3.0,1.0,10.0,-30.0,Pass,Complete,70.0,,Mich Hnatkowsky,Complete,Michael Feaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,08:36,1416,7,0,-7,3,3,3,,,,,,,
21,Muhlenberg,K,MUHL,1,,,,1.0,3.0,3.0,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Stannard,,,Good,,,,,,,,,07:36,1356,13,0,-13,3,3,3,,,,,,,
22,Muhlenberg,K,MUHL,1,,,,1.0,10.0,-35.0,KO Ret,Return,,,,,,,,,Owen Daddona,Tyler Ekstrom,,,,,,Kyle Howes,16,25.0,Nick Stannard,56.0,9.0,Return,,,,,,,,,,,,,,,,,,07:36,1356,14,0,-14,3,3,3,,,,,,,
23,Muhlenberg,O,SUSQFB,1,,2.0,1.0,0.0,10.0,-25.0,Run,Rush,1.0,Frankie Negrini,,,,,,,Tyler Magee,Joshua Barnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30,1350,0,14,-14,3,3,3,,,,,,,
24,Muhlenberg,O,SUSQFB,1,,2.0,2.0,2.0,9.0,-26.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Michael Lefever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30,1350,0,14,-14,3,3,3,,,,,,,
25,Muhlenberg,O,SUSQFB,1,,2.0,3.0,3.0,9.0,-26.0,Pass,Sack,-10.0,,Michael Ruisch,Sack,,,,,Alex Jr Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,07:30,1350,0,14,-14,3,3,3,,,,,,,
26,Muhlenberg,K,SUSQFB,1,,,,4.0,19.0,-16.0,Punt,,,,,,,,,,,,,,,,,,,,,,,,Clay Olley,44.0,40.0,,,,,,,,,,,,,,,07:30,1350,0,14,-14,3,3,3,,,,,,,
27,Muhlenberg,D,MUHL,1,,3.0,1.0,0.0,10.0,-40.0,Run,Rush,1.0,Rory DeLuca,,,,,,,B. Krumenacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:01,1261,14,0,-14,3,3,3,,,,,,,
28,Muhlenberg,D,MUHL,1,,3.0,2.0,2.0,9.0,-41.0,Run,Rush,2.0,Rory DeLuca,,,,,,,Craig Roumes,A. Scicchitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:01,1261,14,0,-14,3,3,3,,,,,,,
29,Muhlenberg,D,MUHL,1,,3.0,3.0,3.0,7.0,-43.0,Pass,Sack,-6.0,,Mich Hnatkowsky,Sack,,,,,D. Barefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,06:01,1261,14,0,-14,3,3,3,,,,,,,
30,Muhlenberg,K,MUHL,1,,,,4.0,13.0,-37.0,Punt Ret,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,Kevin Olifiers,31.0,32.0,Fair Catch,,,,,,,,,,,,,,06:01,1261,14,0,-14,3,3,3,,,,,,,
31,Muhlenberg,O,SUSQFB,1,,3.0,1.0,0.0,10.0,-32.0,Run,Rush,2.0,Michael Ruisch,,,,,,,Matt Papa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:05,1145,0,14,-14,3,3,3,,,,,,,
32,Muhlenberg,O,SUSQFB,1,,3.0,2.0,2.0,8.0,-34.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Frankie Negrini,,,,Nick Sirico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:05,1145,0,14,-14,3,3,3,,,,,,,
33,Muhlenberg,O,SUSQFB,1,,3.0,3.0,3.0,8.0,-34.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Eddie Nugent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,04:05,1145,0,14,-14,3,3,3,,,,,,,
34,Muhlenberg,K,SUSQFB,1,,,,4.0,8.0,-34.0,Punt,Return,,,,,,,,,Keith Green,B. Krumenacker,,,,,,Tim Fitzpatrick,3,35.0,,,,,Clay Olley,34.0,32.0,Return,,,,,,,,,,,,,,04:05,1145,0,14,-14,3,3,3,,,,,,,
35,Muhlenberg,D,MUHL,1,,4.0,1.0,0.0,10.0,-35.0,Pass,Complete,15.0,,Mich Hnatkowsky,Complete,Michael Feaster,,,,Andrew Wells,Aaron Beverly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:06,1086,14,0,-14,3,3,3,,,,,,,
36,Muhlenberg,D,MUHL,1,,4.0,2.0,1.0,10.0,-50.0,Run,Rush,12.0,Ethan Brader,,,,,,,Drew Robinson,Andrew Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:06,1086,14,0,-14,3,3,3,,,,,,,
37,Muhlenberg,D,MUHL,1,,4.0,3.0,1.0,10.0,38.0,Pass,Complete,13.0,,Mich Hnatkowsky,Complete,Ethan Brader,,,,Craig Roumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:06,1086,14,0,-14,3,3,3,,,,,,,
38,Muhlenberg,D,MUHL,1,,4.0,4.0,1.0,10.0,25.0,Run,Rush,4.0,Thomas Jenkins,,,,,,,B. Krumenacker,Drew Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:06,1086,14,0,-14,3,3,3,,,,,,,
39,Muhlenberg,D,MUHL,1,,4.0,5.0,2.0,6.0,21.0,Run,Rush,4.0,Ethan Brader,,,,,,,Sal Gurnari,Drew Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:06,1086,14,0,-14,3,3,3,,,,,,,
40,Muhlenberg,D,MUHL,1,,4.0,6.0,3.0,2.0,17.0,Pass,Complete,1.0,,Mich Hnatkowsky,Complete,James Nye,,,,B. Krumenacker,Craig Roumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:06,1086,14,0,-14,3,3,3,,,,,,,
41,Muhlenberg,D,MUHL,2,,4.0,7.0,4.0,1.0,16.0,Pass,Complete,16.0,,Mich Hnatkowsky,Complete,Michael Feaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,15:00,900,14,0,-14,3,3,3,,,,,,,
42,Muhlenberg,K,MUHL,2,,,,1.0,3.0,3.0,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Stannard,,,Good,,,,,,,,,14:15,855,20,0,-20,3,3,3,,,,,,,
43,Muhlenberg,K,MUHL,2,,,,1.0,10.0,-35.0,KO Ret,Return,,,,,,,,,Isaiah Lobelo,,,,,,,Samuel Darrell,21,30.0,Nick Stannard,56.0,9.0,Return,,,,,,,,,,,,,,,,,,14:15,855,21,0,-21,3,3,3,,,,,,,
44,Muhlenberg,O,SUSQFB,2,,4.0,1.0,0.0,10.0,-30.0,Run,Rush,22.0,Frankie Negrini,,,,,,,Spencer Kirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:10,850,0,21,-21,3,3,3,,,,,,,
45,Muhlenberg,O,SUSQFB,2,,4.0,2.0,1.0,10.0,48.0,Run,Rush,-2.0,Frankie Negrini,,,,,,,Matt Papa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:10,850,0,21,-21,3,3,3,,,,,,,
46,Muhlenberg,O,SUSQFB,2,,4.0,3.0,2.0,12.0,-50.0,Pass,Complete,19.0,,Michael Ruisch,Complete,Eddie Nugent,,,,Spencer Kirin,Kyle Dormer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:10,850,0,21,-21,3,3,3,,,,,,,
47,Muhlenberg,O,SUSQFB,2,,4.0,4.0,1.0,10.0,31.0,Run,Rush,-2.0,Michael Ruisch,,,,,,,Joshua Barnett,Isaiah Lobelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:10,850,0,21,-21,3,3,3,,,,,,,
48,Muhlenberg,O,SUSQFB,2,,4.0,5.0,2.0,12.0,33.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Eddie Nugent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:10,850,0,21,-21,3,3,3,,,,,,,
49,Muhlenberg,O,SUSQFB,2,,4.0,6.0,3.0,12.0,33.0,Run,Rush,-1.0,Michael Ruisch,,,,,,,Michael Dotro,Jame McGettigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:10,850,0,21,-21,3,3,3,,,,,,,
50,Muhlenberg,O,SUSQFB,2,,4.0,7.0,4.0,13.0,34.0,Pass,Complete,34.0,,Michael Ruisch,Complete,Michael Lefever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,14:10,850,0,21,-21,3,3,3,,,,,,,
51,Muhlenberg,K,SUSQFB,2,,,,1.0,3.0,3.0,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elijah Hoffman,,,Good,,,,,,,,,10:42,642,6,21,-15,3,3,3,,,,,,,
52,Muhlenberg,K,SUSQFB,2,,,,1.0,10.0,-35.0,KO,Return,,,,,,,,,Julian Young,Tim Macko,,,,,,John Washington,18,24.0,Elijah Hoffman,59.0,6.0,Return,,,,,,,,,,,,,,,,,,10:42,642,7,21,-14,3,3,3,,,,,,,
53,Muhlenberg,D,MUHL,2,,5.0,1.0,0.0,10.0,-24.0,Pass,Complete,4.0,,Mich Hnatkowsky,Complete,Michael Feaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:34,634,21,7,-14,3,3,3,,,,,,,
54,Muhlenberg,D,MUHL,2,,5.0,2.0,2.0,6.0,-28.0,Pass,Complete,9.0,,Mich Hnatkowsky,Complete,Mitch Daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:34,634,21,7,-14,3,3,3,,,,,,,
55,Muhlenberg,D,MUHL,2,,5.0,3.0,1.0,10.0,-37.0,Run,Rush,6.0,Thomas Jenkins,,,,,,,Sal Gurnari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:34,634,21,7,-14,3,3,3,,,,,,,
56,Muhlenberg,D,MUHL,2,,5.0,4.0,2.0,4.0,-43.0,Pass,Complete,18.0,,Mich Hnatkowsky,Complete,Thomas Jenkins,,,,Naphtali Stine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:34,634,21,7,-14,3,3,3,,,,,,,
57,Muhlenberg,,MUHL,2,,,,1.0,10.0,39.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muhlenberg,,,,,,,10:34,634,21,7,-14,3,3,3,,,,,,,
58,Muhlenberg,D,MUHL,2,,5.0,5.0,1.0,10.0,39.0,Run,Rush,1.0,Ethan Brader,,,,,,,Sal Gurnari,Riley Gaughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:15,495,21,7,-14,3,2,3,,,,,,,
59,Muhlenberg,D,MUHL,2,,5.0,6.0,2.0,9.0,38.0,Pass,Complete,11.0,,Ethan Brader,Complete,Mitch Daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:15,495,21,7,-14,3,2,3,,,,,,,
60,Muhlenberg,D,MUHL,2,,5.0,7.0,1.0,10.0,27.0,Pass,Complete,27.0,,Mich Hnatkowsky,Complete,Mitch Daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,08:15,495,21,7,-14,3,2,3,,,,,,,
61,Muhlenberg,K,MUHL,2,,,,1.0,3.0,3.0,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Stannard,,,Good,,,,,,,,,06:58,418,27,7,-20,3,2,3,,,,,,,
62,Muhlenberg,K,MUHL,2,,,,1.0,10.0,-35.0,KO Ret,Return,,,,,,,,,Thomas Murphy,,,,,,,Samuel Darrell,27,34.0,Nick Stannard,58.0,7.0,Return,,,,,,,,,,,,,,,,,,06:58,418,28,7,-21,3,2,3,,,,,,,
63,Muhlenberg,O,SUSQFB,2,,5.0,1.0,0.0,10.0,-34.0,Run,Rush,3.0,Gavin Coles,,,,,,,Keshon Davila,Owen Daddona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:49,409,7,28,-21,3,3,2,,,,,,,
64,Muhlenberg,O,SUSQFB,2,,5.0,2.0,2.0,7.0,-37.0,Pass,Complete,7.0,,Michael Ruisch,Complete,Bryce Ellinger,,,,John Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:49,409,7,28,-21,3,3,2,,,,,,,
65,Muhlenberg,O,SUSQFB,2,,5.0,3.0,1.0,10.0,-44.0,Pass,Complete,4.0,,Michael Ruisch,Complete,Michael Lefever,,,,Spencer Kirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:49,409,7,28,-21,3,3,2,,,,,,,
66,Muhlenberg,O,SUSQFB,2,,5.0,4.0,2.0,14.0,-40.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Kyle Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:49,409,7,28,-21,3,3,2,,,,,,,
67,Muhlenberg,O,SUSQFB,2,,5.0,5.0,3.0,14.0,-40.0,Pass,Complete,60.0,,Michael Ruisch,Complete,Bryce Ellinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,06:49,409,7,28,-21,3,3,2,,,,,,,
68,Muhlenberg,K,SUSQFB,2,,,,1.0,3.0,3.0,KO,Return,,,,,,,,,Naphtali Stine,Tim Macko,,,,,,John Washington,31,38.0,Elijah Hoffman,4.0,7.0,Return,,,,,,,,,,,,,,,,,,04:49,289,13,28,-15,3,3,2,,,,,,,
69,Muhlenberg,O,SUSQFB,2,,6.0,1.0,0.0,10.0,38.0,Run,Rush,4.0,Ethan rush Brader,,,,,,,B. Krumenacker,Aaron Beverly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:42,282,13,28,-15,3,3,2,,,,,,,
70,Muhlenberg,O,SUSQFB,2,,6.0,2.0,2.0,6.0,42.0,Pass,Complete,8.0,,Mich pass Hnatkowsky,Complete,Michael for Feaster,,,,Aaron Beverly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:42,282,13,28,-15,3,3,2,,,,,,,
71,Muhlenberg,O,SUSQFB,2,,6.0,3.0,1.0,10.0,50.0,Pass,Complete,6.0,,Mich pass Hnatkowsky,Complete,Michael for Feaster,,,,Aaron Beverly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:42,282,13,28,-15,3,3,2,,,,,,,
72,Muhlenberg,O,SUSQFB,2,,6.0,4.0,2.0,4.0,-44.0,Pass,Complete,6.0,,Mich pass Hnatkowsky,Complete,Thomas for Murphy,,,,Andrew Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:42,282,13,28,-15,3,3,2,,,,,,,
73,Muhlenberg,O,SUSQFB,2,,6.0,5.0,1.0,10.0,-38.0,Run,Rush,2.0,Ethan rush Brader,,,,,,,Keith Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:42,282,13,28,-15,3,3,2,,,,,,,
74,Muhlenberg,O,SUSQFB,2,,6.0,6.0,2.0,8.0,-36.0,Pass,Complete,35.0,,Mich pass Hnatkowsky,Complete,Thomas for Jenkins,,,,Julian Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:42,282,13,28,-15,3,3,2,,,,,,,
75,Muhlenberg,O,SUSQFB,2,,6.0,7.0,1.0,-1.0,-1.0,Run,Rush,0.0,Ethan rush Brader,,,,,,,Cameron Noble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:42,282,13,28,-15,3,3,2,,,,,,,
76,Muhlenberg,,SUSQFB,2,,,,2.0,-1.0,-1.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Susquehanna,,,,,,,04:42,282,13,28,-15,3,3,2,,,,,,,
77,Muhlenberg,O,SUSQFB,2,,6.0,8.0,2.0,-1.0,-1.0,Run,Rush,-1.0,Ethan rush Brader,,,,,,,Drew Robinson,A. Scicchitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:11,71,13,28,-15,2,2,2,,,,,,,
78,Muhlenberg,O,SUSQFB,2,,6.0,9.0,3.0,-2.0,-2.0,Run,Rush,1.0,Ethan rush Brader,,,,,,,Cameron Noble,Drew Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,01:11,71,13,28,-15,2,2,2,,,,,,,
79,Muhlenberg,,SUSQFB,2,,,,4.0,-1.0,-1.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Susquehanna,,,,,,,01:11,71,13,28,-15,2,2,2,,,,,,,
80,Muhlenberg,,SUSQFB,2,,,,4.0,-1.0,-1.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:27,27,13,28,-15,1,1,2,delay of game,MUHL,,,,,5.0
81,Muhlenberg,K,SUSQFB,2,,,,4.0,-6.0,-6.0,FG,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick field Stannard,23.0,Good,,,,,,,,,,00:27,27,13,28,-15,1,1,2,,,,,,,
